<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.30	13:03:00	21433.55	21433.85	21431.65	21433.15	53	0	170
2024.12.30	13:04:00	21432.65	21434.35	21432.65	21432.95	39	0	170
2024.12.30	13:05:00	21433.15	21433.15	21431.25	21432.65	52	0	160
2024.12.30	13:06:00	21432.25	21434.95	21432.05	21434.95	38	0	150
2024.12.30	13:07:00	21434.65	21435.05	21433.55	21433.55	55	0	150
2024.12.30	13:08:00	21433.65	21434.05	21432.55	21433.05	36	0	150
2024.12.30	13:09:00	21433.25	21433.35	21428.95	21429.05	49	0	150
2024.12.30	13:10:00	21428.95	21428.95	21426.45	21427.25	33	0	160
2024.12.30	13:11:00	21427.45	21428.65	21426.45	21427.15	68	0	160
2024.12.30	13:12:00	21426.95	21429.25	21426.75	21427.75	49	0	170
2024.12.30	13:13:00	21426.85	21430.35	21426.45	21430.35	50	0	170
2024.12.30	13:14:00	21430.15	21430.65	21429.35	21430.65	44	0	160
2024.12.30	13:15:00	21432.25	21434.35	21432.25	21433.15	48	0	160
2024.12.30	13:16:00	21433.65	21434.15	21432.25	21433.75	55	0	170
2024.12.30	13:17:00	21433.75	21433.85	21432.45	21433.25	32	0	170
2024.12.30	13:18:00	21433.15	21433.55	21428.95	21430.95	79	0	160
2024.12.30	13:19:00	21430.75	21432.25	21430.65	21432.25	43	0	170
2024.12.30	13:20:00	21432.35	21434.95	21432.35	21434.25	40	0	150
2024.12.30	13:21:00	21434.25	21436.55	21433.35	21436.55	48	0	150
2024.12.30	13:22:00	21436.45	21441.25	21436.45	21440.75	50	0	150
2024.12.30	13:23:00	21439.65	21442.25	21438.75	21439.45	72	0	160
2024.12.30	13:24:00	21439.75	21442.35	21439.25	21440.45	59	0	160
2024.12.30	13:25:00	21440.45	21443.75	21440.45	21442.65	80	0	170
2024.12.30	13:26:00	21442.95	21443.35	21442.05	21442.35	53	0	170
2024.12.30	13:27:00	21442.65	21444.45	21442.45	21443.25	53	0	170
2024.12.30	13:28:00	21443.25	21444.85	21441.95	21443.55	61	0	150
2024.12.30	13:29:00	21443.55	21444.05	21442.25	21443.35	56	0	150
2024.12.30	13:30:00	21443.35	21444.85	21442.05	21442.85	53	0	150
2024.12.30	13:31:00	21443.55	21443.85	21441.95	21443.55	44	0	150
2024.12.30	13:32:00	21443.75	21443.75	21440.95	21440.95	53	0	150
2024.12.30	13:33:00	21440.25	21440.25	21437.85	21439.25	67	0	160
2024.12.30	13:34:00	21439.15	21440.35	21436.15	21439.85	55	0	170
2024.12.30	13:35:00	21439.65	21441.45	21438.75	21440.85	50	0	180
2024.12.30	13:36:00	21441.05	21441.35	21438.85	21438.85	58	0	190
2024.12.30	13:37:00	21438.35	21438.65	21434.35	21436.15	52	0	190
2024.12.30	13:38:00	21436.35	21439.35	21436.05	21436.45	42	0	190
2024.12.30	13:39:00	21437.05	21437.35	21433.95	21436.75	70	0	190
2024.12.30	13:40:00	21436.95	21440.75	21436.75	21438.05	51	0	210
2024.12.30	13:41:00	21437.25	21439.45	21435.45	21439.45	49	0	210
2024.12.30	13:42:00	21439.25	21440.05	21438.75	21439.05	55	0	190
2024.12.30	13:43:00	21440.05	21441.25	21437.85	21439.75	60	0	200
2024.12.30	13:44:00	21439.65	21439.75	21436.35	21437.35	52	0	180
2024.12.30	13:45:00	21437.25	21438.65	21434.75	21436.25	54	0	190
2024.12.30	13:46:00	21436.35	21438.25	21436.15	21438.15	54	0	170
2024.12.30	13:47:00	21438.25	21439.25	21436.65	21437.65	48	0	170
2024.12.30	13:48:00	21437.45	21438.25	21435.25	21435.25	53	0	150
2024.12.30	13:49:00	21435.15	21436.05	21433.75	21434.25	51	0	150
2024.12.30	13:50:00	21433.85	21436.45	21433.85	21436.25	55	0	150
2024.12.30	13:51:00	21436.45	21437.85	21435.45	21435.55	54	0	150
2024.12.30	13:52:00	21435.45	21435.75	21432.05	21434.75	60	0	160
2024.12.30	13:53:00	21434.75	21435.25	21433.65	21434.55	31	0	160
2024.12.30	13:54:00	21434.25	21434.55	21431.75	21434.55	48	0	160
2024.12.30	13:55:00	21434.45	21434.55	21433.05	21434.05	50	0	160
2024.12.30	13:56:00	21433.95	21434.15	21431.95	21432.25	56	0	150
2024.12.30	13:57:00	21432.05	21432.05	21423.95	21424.15	106	0	160
2024.12.30	13:58:00	21424.15	21424.35	21419.15	21420.65	91	0	220
2024.12.30	13:59:00	21420.35	21424.95	21419.35	21423.95	126	0	240
2024.12.30	14:00:00	21425.25	21426.75	21419.45	21421.45	128	0	260
2024.12.30	14:01:00	21421.35	21424.85	21419.35	21424.15	92	0	280
2024.12.30	14:02:00	21424.55	21425.65	21421.05	21423.05	97	0	290
2024.12.30	14:03:00	21423.05	21427.05	21422.15	21424.35	79	0	290
2024.12.30	14:04:00	21424.55	21424.55	21421.05	21422.75	79	0	290
2024.12.30	14:05:00	21422.35	21426.45	21421.85	21425.55	84	0	280
2024.12.30	14:06:00	21425.45	21428.85	21425.45	21427.65	91	0	230
2024.12.30	14:07:00	21427.55	21430.05	21426.15	21426.85	56	0	190
2024.12.30	14:08:00	21427.85	21427.85	21423.05	21425.75	106	0	190
2024.12.30	14:09:00	21425.75	21429.35	21425.15	21429.15	69	0	210
2024.12.30	14:10:00	21428.95	21428.95	21424.15	21424.55	76	0	220
2024.12.30	14:11:00	21424.45	21424.45	21417.15	21417.45	109	0	210
2024.12.30	14:12:00	21417.35	21417.35	21411.55	21412.25	134	0	230
2024.12.30	14:13:00	21412.75	21413.05	21408.25	21410.85	125	0	240
2024.12.30	14:14:00	21410.35	21411.15	21407.55	21407.75	106	0	240
2024.12.30	14:15:00	21407.95	21413.35	21407.85	21411.15	103	0	260
2024.12.30	14:16:00	21410.45	21412.95	21408.15	21412.45	84	0	280
2024.12.30	14:17:00	21412.45	21414.15	21410.75	21414.15	83	0	260
2024.12.30	14:18:00	21413.75	21414.95	21410.85	21411.35	82	0	250
2024.12.30	14:19:00	21411.25	21411.55	21409.85	21410.95	68	0	210
2024.12.30	14:20:00	21410.55	21410.65	21399.85	21399.85	136	0	210
2024.12.30	14:21:00	21399.95	21402.25	21390.95	21394.95	157	0	220
2024.12.30	14:22:00	21394.85	21397.15	21392.05	21396.25	136	0	280
2024.12.30	14:23:00	21396.15	21398.55	21394.35	21395.65	110	0	290
2024.12.30	14:24:00	21395.55	21397.35	21391.25	21391.85	97	0	290
2024.12.30	14:25:00	21391.75	21391.75	21384.55	21384.85	123	0	290
2024.12.30	14:26:00	21386.05	21396.05	21386.05	21396.05	120	0	290
2024.12.30	14:27:00	21396.15	21397.35	21392.35	21394.55	90	0	290
2024.12.30	14:28:00	21395.05	21395.25	21390.75	21391.05	91	0	290
2024.12.30	14:29:00	21391.15	21394.35	21391.05	21391.85	87	0	290
2024.12.30	14:30:00	21392.05	21400.45	21390.75	21397.45	126	0	270
2024.12.30	14:31:00	21397.65	21397.65	21386.65	21386.65	140	0	270
2024.12.30	14:32:00	21386.35	21386.65	21362.25	21373.05	249	0	280
2024.12.30	14:33:00	21372.65	21380.35	21372.55	21374.35	196	0	290
2024.12.30	14:34:00	21374.35	21377.25	21364.85	21365.35	189	0	290
2024.12.30	14:35:00	21365.25	21371.35	21363.15	21363.55	203	0	290
2024.12.30	14:36:00	21363.65	21366.15	21348.55	21349.75	205	0	290
2024.12.30	14:37:00	21349.65	21352.25	21338.35	21339.35	239	0	290
2024.12.30	14:38:00	21339.35	21341.65	21331.75	21332.75	259	0	290
2024.12.30	14:39:00	21333.25	21335.85	21322.85	21327.75	264	0	290
2024.12.30	14:40:00	21327.55	21334.85	21325.65	21330.85	250	0	290
2024.12.30	14:41:00	21330.85	21330.85	21307.75	21307.75	248	0	290
2024.12.30	14:42:00	21308.55	21308.65	21296.35	21296.55	277	0	290
2024.12.30	14:43:00	21297.75	21297.75	21268.65	21277.05	317	0	290
2024.12.30	14:44:00	21276.35	21288.25	21272.75	21287.85	270	0	290
2024.12.30	14:45:00	21286.05	21300.05	21277.75	21299.05	271	0	290
2024.12.30	14:46:00	21298.75	21300.85	21290.05	21291.65	229	0	290
2024.12.30	14:47:00	21290.65	21297.85	21288.75	21292.15	178	0	290
2024.12.30	14:48:00	21292.05	21292.85	21254.35	21254.35	238	0	290
2024.12.30	14:49:00	21254.55	21256.85	21220.35	21242.55	317	0	290
2024.12.30	14:50:00	21244.55	21253.05	21233.65	21241.15	289	0	290
2024.12.30	14:51:00	21241.05	21250.05	21238.05	21247.65	248	0	290
2024.12.30	14:52:00	21246.25	21253.85	21239.35	21253.85	221	0	290
2024.12.30	14:53:00	21251.65	21262.35	21248.15	21255.75	222	0	290
2024.12.30	14:54:00	21255.35	21265.55	21249.05	21250.55	225	0	290
2024.12.30	14:55:00	21250.65	21264.15	21244.55	21260.85	227	0	290
2024.12.30	14:56:00	21260.15	21273.35	21258.05	21270.15	243	0	290
2024.12.30	14:57:00	21268.85	21268.85	21260.15	21261.25	190	0	290
2024.12.30	14:58:00	21262.75	21262.75	21256.65	21257.85	171	0	290
2024.12.30	14:59:00	21257.65	21262.15	21256.05	21259.85	177	0	290
2024.12.30	15:00:00	21257.65	21269.65	21251.05	21269.55	222	0	290
2024.12.30	15:01:00	21269.55	21269.55	21263.25	21267.25	199	0	290
2024.12.30	15:02:00	21267.15	21272.75	21263.75	21269.55	238	0	290
2024.12.30	15:03:00	21270.25	21271.75	21258.25	21265.55	256	0	290
2024.12.30	15:04:00	21265.55	21270.85	21263.75	21264.15	217	0	290
2024.12.30	15:05:00	21264.15	21264.85	21248.75	21250.55	253	0	290
2024.12.30	15:06:00	21251.05	21253.35	21244.35	21247.85	253	0	290
2024.12.30	15:07:00	21247.55	21260.05	21247.55	21257.75	222	0	290
2024.12.30	15:08:00	21258.35	21263.05	21247.65	21248.05	218	0	290
2024.12.30	15:09:00	21247.65	21248.05	21243.35	21247.85	206	0	290
2024.12.30	15:10:00	21248.25	21250.55	21245.25	21249.35	183	0	290
2024.12.30	15:11:00	21249.05	21249.05	21231.85	21233.25	196	0	290
2024.12.30	15:12:00	21233.35	21248.05	21233.35	21242.75	226	0	290
2024.12.30	15:13:00	21243.05	21246.65	21235.85	21235.85	233	0	290
2024.12.30	15:14:00	21236.15	21241.25	21232.05	21232.35	218	0	290
2024.12.30	15:15:00	21232.15	21232.55	21223.05	21223.65	224	0	290
2024.12.30	15:16:00	21223.75	21239.85	21222.75	21239.65	246	0	290
2024.12.30	15:17:00	21239.35	21243.35	21236.85	21240.25	222	0	290
2024.12.30	15:18:00	21240.35	21244.85	21237.85	21240.55	218	0	290
2024.12.30	15:19:00	21240.65	21258.55	21240.15	21257.05	216	0	290
2024.12.30	15:20:00	21256.85	21260.65	21249.35	21250.35	232	0	290
2024.12.30	15:21:00	21250.15	21257.75	21250.15	21251.25	178	0	290
2024.12.30	15:22:00	21251.15	21252.85	21245.15	21247.15	197	0	290
2024.12.30	15:23:00	21247.05	21250.05	21240.85	21250.05	201	0	290
2024.12.30	15:24:00	21250.15	21259.05	21249.15	21256.25	202	0	290
2024.12.30	15:25:00	21256.25	21257.05	21251.55	21253.05	181	0	290
2024.12.30	15:26:00	21253.15	21253.75	21248.35	21251.75	181	0	290
2024.12.30	15:27:00	21251.85	21252.05	21245.65	21245.65	165	0	290
2024.12.30	15:28:00	21245.55	21245.75	21235.85	21243.15	213	0	290
2024.12.30	15:29:00	21243.65	21244.15	21236.15	21239.85	197	0	290
2024.12.30	15:30:00	21239.65	21250.85	21236.75	21249.65	225	0	290
2024.12.30	15:31:00	21249.85	21251.15	21229.35	21232.35	231	0	290
2024.12.30	15:32:00	21231.25	21239.75	21228.65	21231.55	223	0	290
2024.12.30	15:33:00	21231.35	21235.05	21226.55	21226.85	201	0	290
2024.12.30	15:34:00	21226.75	21235.65	21225.25	21225.35	215	0	290
2024.12.30	15:35:00	21225.25	21227.15	21190.65	21193.25	281	0	290
2024.12.30	15:36:00	21193.15	21194.65	21179.85	21181.85	308	0	290
2024.12.30	15:37:00	21181.65	21183.75	21172.25	21175.65	303	0	290
2024.12.30	15:38:00	21175.25	21184.15	21171.85	21184.05	270	0	290
2024.12.30	15:39:00	21182.65	21191.75	21179.15	21179.15	270	0	290
2024.12.30	15:40:00	21177.85	21184.15	21174.15	21182.75	267	0	290
2024.12.30	15:41:00	21183.65	21201.65	21178.35	21200.65	274	0	290
2024.12.30	15:42:00	21200.15	21200.55	21190.25	21190.35	266	0	290
2024.12.30	15:43:00	21190.65	21191.15	21180.35	21182.65	243	0	290
2024.12.30	15:44:00	21182.75	21189.55	21177.75	21177.85	248	0	290
2024.12.30	15:45:00	21177.85	21183.15	21159.15	21164.65	270	0	290
2024.12.30	15:46:00	21164.25	21169.75	21157.35	21160.35	280	0	290
2024.12.30	15:47:00	21159.55	21173.65	21159.55	21170.65	249	0	290
2024.12.30	15:48:00	21170.75	21184.05	21168.35	21182.55	250	0	290
2024.12.30	15:49:00	21182.55	21183.15	21171.75	21172.05	237	0	290
2024.12.30	15:50:00	21172.05	21172.05	21162.35	21163.75	252	0	290
2024.12.30	15:51:00	21163.65	21176.25	21160.25	21173.25	266	0	290
2024.12.30	15:52:00	21173.55	21180.75	21168.65	21171.15	251	0	290
2024.12.30	15:53:00	21170.65	21171.55	21155.55	21163.05	256	0	290
2024.12.30	15:54:00	21163.05	21168.65	21147.15	21155.35	274	0	290
2024.12.30	15:55:00	21155.15	21157.25	21145.15	21146.85	248	0	290
2024.12.30	15:56:00	21146.75	21149.05	21135.85	21135.85	259	0	290
2024.12.30	15:57:00	21136.55	21149.75	21136.05	21145.35	265	0	290
2024.12.30	15:58:00	21145.15	21157.85	21141.85	21155.75	267	0	290
2024.12.30	15:59:00	21155.85	21158.85	21146.15	21155.15	249	0	290
2024.12.30	16:00:00	21155.55	21162.35	21152.55	21155.85	274	0	290
2024.12.30	16:01:00	21156.25	21157.35	21152.15	21152.25	227	0	290
2024.12.30	16:02:00	21152.25	21162.25	21152.15	21156.35	249	0	290
2024.12.30	16:03:00	21156.55	21161.65	21152.85	21156.35	209	0	290
2024.12.30	16:04:00	21156.65	21178.75	21155.85	21175.05	255	0	290
2024.12.30	16:05:00	21175.75	21201.85	21175.35	21194.35	288	0	290
2024.12.30	16:06:00	21194.05	21194.55	21184.55	21187.65	258	0	290
2024.12.30	16:07:00	21185.05	21188.65	21169.15	21175.65	265	0	290
2024.12.30	16:08:00	21175.85	21187.05	21171.15	21181.85	248	0	290
2024.12.30	16:09:00	21182.15	21184.75	21174.25	21182.85	235	0	290
2024.12.30	16:10:00	21183.25	21183.25	21170.65	21170.85	217	0	290
2024.12.30	16:11:00	21172.15	21188.35	21171.35	21183.75	242	0	290
2024.12.30	16:12:00	21182.85	21200.35	21182.85	21198.25	266	0	290
2024.12.30	16:13:00	21197.35	21200.05	21191.85	21194.35	260	0	290
2024.12.30	16:14:00	21193.75	21195.65	21185.85	21191.55	263	0	290
2024.12.30	16:15:00	21190.85	21191.75	21185.05	21186.65	224	0	290
2024.12.30	16:16:00	21186.55	21192.25	21179.65	21180.65	187	0	290
2024.12.30	16:17:00	21180.85	21183.85	21175.15	21180.75	219	0	290
2024.12.30	16:18:00	21181.05	21183.65	21175.05	21177.85	224	0	290
2024.12.30	16:19:00	21178.05	21187.15	21175.55	21186.75	219	0	290
2024.12.30	16:20:00	21186.55	21193.25	21186.55	21187.85	217	0	290
2024.12.30	16:21:00	21188.05	21190.35	21182.05	21183.35	226	0	290
2024.12.30	16:22:00	21183.65	21183.65	21169.15	21172.25	255	0	290
2024.12.30	16:23:00	21172.25	21180.15	21172.25	21174.65	211	0	290
2024.12.30	16:24:00	21174.55	21174.65	21163.15	21165.65	276	0	290
2024.12.30	16:25:00	21165.75	21184.35	21161.35	21183.15	272	0	290
2024.12.30	16:26:00	21182.85	21185.15	21176.65	21178.35	219	0	290
2024.12.30	16:27:00	21178.55	21182.65	21171.55	21182.65	262	0	290
2024.12.30	16:28:00	21182.65	21192.25	21176.65	21186.65	270	0	290
2024.12.30	16:29:00	21185.25	21185.75	21180.05	21184.55	282	0	290
2024.12.30	16:30:00	21185.55	21192.85	21163.25	21174.75	337	0	150
2024.12.30	16:31:00	21173.85	21180.05	21148.45	21171.05	338	0	150
2024.12.30	16:32:00	21169.75	21182.25	21156.45	21165.95	339	0	150
2024.12.30	16:33:00	21164.35	21172.95	21120.95	21131.75	339	0	150
2024.12.30	16:34:00	21130.35	21141.95	21118.35	21126.45	338	0	150
2024.12.30	16:35:00	21125.75	21151.55	21108.55	21141.85	331	0	150
2024.12.30	16:36:00	21139.95	21140.05	21117.95	21123.35	323	0	150
2024.12.30	16:37:00	21123.85	21143.75	21120.55	21141.75	322	0	150
2024.12.30	16:38:00	21142.35	21159.55	21142.35	21154.55	323	0	150
2024.12.30	16:39:00	21154.05	21164.35	21137.55	21140.95	321	0	150
2024.12.30	16:40:00	21144.85	21158.25	21133.55	21147.45	321	0	150
2024.12.30	16:41:00	21147.35	21147.35	21115.95	21133.85	334	0	150
2024.12.30	16:42:00	21132.85	21132.85	21100.05	21109.55	327	0	150
2024.12.30	16:43:00	21109.35	21109.35	21089.75	21091.35	312	0	150
2024.12.30	16:44:00	21091.85	21111.75	21087.55	21111.25	329	0	150
2024.12.30	16:45:00	21110.35	21111.45	21088.35	21097.55	330	0	150
2024.12.30	16:46:00	21097.55	21099.05	21074.75	21093.05	328	0	150
2024.12.30	16:47:00	21089.85	21102.55	21081.55	21096.55	317	0	150
2024.12.30	16:48:00	21098.25	21104.85	21089.85	21095.55	317	0	150
2024.12.30	16:49:00	21095.35	21114.35	21088.55	21108.05	310	0	150
2024.12.30	16:50:00	21107.05	21142.25	21098.75	21138.85	314	0	150
2024.12.30	16:51:00	21137.85	21141.55	21127.95	21135.85	328	0	150
2024.12.30	16:52:00	21133.95	21137.05	21115.85	21116.05	303	0	150
2024.12.30	16:53:00	21115.55	21119.35	21101.75	21102.05	308	0	150
2024.12.30	16:54:00	21103.05	21108.85	21096.05	21102.05	303	0	150
2024.12.30	16:55:00	21102.55	21122.55	21099.05	21122.05	310	0	150
2024.12.30	16:56:00	21122.05	21124.35	21102.05	21105.55	302	0	150
2024.12.30	16:57:00	21105.85	21105.85	21062.75	21076.05	316	0	150
2024.12.30	16:58:00	21075.85	21089.95	21072.85	21075.55	310	0	150
2024.12.30	16:59:00	21073.95	21074.55	21061.35	21066.35	309	0	150
2024.12.30	17:00:00	21065.25	21065.25	21033.85	21042.95	327	0	150
2024.12.30	17:01:00	21042.95	21082.05	21030.95	21079.35	328	0	150
2024.12.30	17:02:00	21083.45	21112.35	21060.35	21060.35	332	0	150
2024.12.30	17:03:00	21061.35	21068.25	21051.85	21058.05	323	0	150
2024.12.30	17:04:00	21058.35	21094.85	21057.55	21084.95	312	0	150
2024.12.30	17:05:00	21085.05	21091.05	21076.45	21088.25	325	0	150
2024.12.30	17:06:00	21086.45	21096.55	21069.95	21088.45	317	0	150
2024.12.30	17:07:00	21087.75	21102.25	21078.05	21099.95	320	0	150
2024.12.30	17:08:00	21101.75	21101.75	21077.95	21082.75	308	0	150
2024.12.30	17:09:00	21081.85	21087.35	21077.95	21080.45	309	0	150
2024.12.30	17:10:00	21080.75	21089.25	21061.05	21082.85	311	0	150
2024.12.30	17:11:00	21084.45	21105.35	21079.25	21104.35	322	0	150
2024.12.30	17:12:00	21101.85	21113.75	21089.25	21113.75	317	0	150
2024.12.30	17:13:00	21112.95	21116.25	21092.45	21103.45	323	0	150
2024.12.30	17:14:00	21103.25	21131.75	21101.75	21128.45	318	0	150
2024.12.30	17:15:00	21128.45	21128.45	21106.25	21125.75	310	0	150
2024.12.30	17:16:00	21123.25	21124.45	21105.95	21106.95	302	0	150
2024.12.30	17:17:00	21105.55	21108.75	21072.95	21073.45	321	0	150
2024.12.30	17:18:00	21072.75	21098.45	21071.45	21077.95	314	0	150
2024.12.30	17:19:00	21078.45	21095.75	21075.85	21075.95	310	0	150
2024.12.30	17:20:00	21076.25	21091.05	21069.25	21072.45	300	0	150
2024.12.30	17:21:00	21072.05	21085.35	21064.35	21083.55	313	0	150
2024.12.30	17:22:00	21079.75	21086.95	21074.25	21081.05	327	0	150
2024.12.30	17:23:00	21081.95	21081.95	21061.85	21061.85	311	0	150
2024.12.30	17:24:00	21063.05	21064.95	21040.45	21046.05	312	0	150
2024.12.30	17:25:00	21043.25	21077.95	21041.35	21072.25	320	0	150
2024.12.30	17:26:00	21071.85	21074.25	21053.55	21053.55	317	0	150
2024.12.30	17:27:00	21054.85	21063.35	21044.45	21053.75	324	0	150
2024.12.30	17:28:00	21051.35	21061.25	21049.75	21051.45	313	0	150
2024.12.30	17:29:00	21051.25	21066.25	21051.25	21058.25	318	0	150
2024.12.30	17:30:00	21056.95	21074.35	21055.25	21062.55	321	0	150
2024.12.30	17:31:00	21062.05	21073.25	21054.95	21073.25	312	0	150
2024.12.30	17:32:00	21074.05	21077.05	21057.05	21066.55	314	0	150
2024.12.30	17:33:00	21064.05	21088.55	21060.55	21071.05	317	0	150
2024.12.30	17:34:00	21069.95	21085.05	21067.95	21082.05	303	0	150
2024.12.30	17:35:00	21077.85	21081.85	21065.35	21065.35	302	0	150
2024.12.30	17:36:00	21067.05	21075.55	21059.05	21060.05	305	0	150
2024.12.30	17:37:00	21058.75	21105.85	21058.75	21101.05	324	0	150
2024.12.30	17:38:00	21100.85	21108.95	21093.85	21100.05	316	0	150
2024.12.30	17:39:00	21101.35	21146.35	21093.95	21139.95	328	0	150
2024.12.30	17:40:00	21140.35	21155.95	21128.45	21133.85	332	0	150
2024.12.30	17:41:00	21132.85	21138.75	21122.95	21126.95	321	0	150
2024.12.30	17:42:00	21126.05	21141.55	21119.75	21136.85	311	0	150
2024.12.30	17:43:00	21136.85	21143.75	21132.55	21136.85	302	0	150
2024.12.30	17:44:00	21135.95	21157.85	21133.35	21148.75	323	0	150
2024.12.30	17:45:00	21146.95	21179.55	21142.25	21169.55	323	0	150
2024.12.30	17:46:00	21166.75	21168.95	21127.45	21132.25	321	0	150
2024.12.30	17:47:00	21132.25	21132.95	21112.55	21118.35	321	0	150
2024.12.30	17:48:00	21117.25	21123.05	21096.25	21103.45	324	0	150
2024.12.30	17:49:00	21103.95	21104.55	21088.05	21101.25	328	0	150
2024.12.30	17:50:00	21101.45	21120.45	21089.55	21090.45	324	0	150
2024.12.30	17:51:00	21092.45	21105.25	21088.35	21101.45	315	0	150
2024.12.30	17:52:00	21102.45	21105.95	21080.45	21105.95	327	0	150
2024.12.30	17:53:00	21105.25	21107.45	21093.75	21102.45	307	0	150
2024.12.30	17:54:00	21101.85	21110.25	21096.85	21105.55	307	0	150
2024.12.30	17:55:00	21105.55	21125.45	21103.25	21124.75	309	0	150
2024.12.30	17:56:00	21123.25	21141.05	21122.05	21134.05	311	0	150
2024.12.30	17:57:00	21132.05	21140.05	21122.95	21125.25	310	0	150
2024.12.30	17:58:00	21125.25	21138.05	21123.05	21132.35	300	0	150
2024.12.30	17:59:00	21133.35	21149.95	21130.55	21149.85	306	0	150
2024.12.30	18:00:00	21148.85	21152.35	21140.05	21145.35	312	0	150
2024.12.30	18:01:00	21142.85	21142.85	21122.55	21128.85	322	0	150
2024.12.30	18:02:00	21127.85	21136.95	21118.75	21131.05	310	0	150
2024.12.30	18:03:00	21130.85	21135.45	21119.85	21125.85	314	0	150
2024.12.30	18:04:00	21125.55	21139.35	21120.25	21135.05	292	0	150
2024.12.30	18:05:00	21135.25	21148.85	21134.45	21147.35	298	0	150
2024.12.30	18:06:00	21147.05	21147.05	21133.35	21138.35	293	0	150
2024.12.30	18:07:00	21135.55	21146.85	21132.25	21142.85	284	0	150
2024.12.30	18:08:00	21141.85	21145.55	21131.55	21144.35	271	0	150
2024.12.30	18:09:00	21142.35	21154.55	21135.85	21152.85	274	0	150
2024.12.30	18:10:00	21152.45	21158.45	21141.85	21143.95	304	0	150
2024.12.30	18:11:00	21144.35	21150.35	21139.55	21141.95	275	0	150
2024.12.30	18:12:00	21143.35	21145.35	21132.35	21138.85	292	0	150
2024.12.30	18:13:00	21137.75	21143.85	21135.35	21139.05	259	0	150
2024.12.30	18:14:00	21139.05	21148.85	21135.75	21143.95	276	0	150
2024.12.30	18:15:00	21143.45	21160.05	21139.25	21158.05	276	0	150
2024.12.30	18:16:00	21158.85	21162.05	21146.05	21157.55	275	0	150
2024.12.30	18:17:00	21157.55	21160.35	21147.35	21153.55	268	0	150
2024.12.30	18:18:00	21154.05	21187.75	21151.35	21187.55	292	0	150
2024.12.30	18:19:00	21187.55	21190.35	21179.25	21188.35	298	0	150
2024.12.30	18:20:00	21188.85	21198.55	21183.95	21198.35	287	0	150
2024.12.30	18:21:00	21198.55	21201.05	21187.55	21187.75	300	0	150
2024.12.30	18:22:00	21185.25	21188.95	21171.05	21173.05	278	0	150
2024.12.30	18:23:00	21173.55	21175.05	21161.75	21161.75	288	0	150
2024.12.30	18:24:00	21164.75	21167.05	21156.75	21161.95	289	0	150
2024.12.30	18:25:00	21161.45	21163.85	21154.55	21160.85	270	0	150
2024.12.30	18:26:00	21160.25	21167.45	21158.85	21163.05	285	0	150
2024.12.30	18:27:00	21162.85	21173.85	21153.05	21167.55	290	0	150
2024.12.30	18:28:00	21168.25	21169.25	21156.05	21158.35	271	0	150
2024.12.30	18:29:00	21159.05	21177.25	21159.05	21175.75	266	0	150
2024.12.30	18:30:00	21174.85	21185.05	21173.35	21181.05	283	0	150
2024.12.30	18:31:00	21181.55	21190.45	21176.95	21178.55	263	0	150
2024.12.30	18:32:00	21178.05	21184.75	21173.05	21178.85	261	0	150
2024.12.30	18:33:00	21178.75	21189.35	21175.85	21185.95	258	0	150
2024.12.30	18:34:00	21184.95	21200.45	21183.05	21192.85	270	0	140
2024.12.30	18:35:00	21193.35	21196.25	21185.95	21191.75	277	0	140
2024.12.30	18:36:00	21191.75	21209.75	21190.05	21209.55	267	0	140
2024.12.30	18:37:00	21209.05	21209.05	21200.05	21200.55	266	0	130
2024.12.30	18:38:00	21201.35	21203.05	21195.25	21198.45	257	0	130
2024.12.30	18:39:00	21197.85	21212.35	21194.35	21210.35	267	0	130
2024.12.30	18:40:00	21209.85	21218.25	21206.55	21216.25	297	0	130
2024.12.30	18:41:00	21216.85	21223.65	21209.55	21221.35	286	0	130
2024.12.30	18:42:00	21221.35	21234.55	21218.35	21234.55	285	0	130
2024.12.30	18:43:00	21234.35	21241.85	21229.95	21235.75	298	0	140
2024.12.30	18:44:00	21235.05	21239.35	21229.45	21236.05	291	0	150
2024.12.30	18:45:00	21235.45	21240.25	21218.75	21220.95	294	0	150
2024.12.30	18:46:00	21221.45	21225.45	21209.95	21219.35	287	0	150
2024.12.30	18:47:00	21219.75	21220.85	21210.45	21214.95	278	0	150
2024.12.30	18:48:00	21214.75	21214.95	21200.05	21201.05	290	0	150
2024.12.30	18:49:00	21200.45	21203.35	21191.55	21194.75	300	0	150
2024.12.30	18:50:00	21195.55	21219.55	21193.75	21216.75	298	0	150
2024.12.30	18:51:00	21214.35	21224.05	21209.95	21213.05	284	0	150
2024.12.30	18:52:00	21212.75	21226.75	21209.55	21224.95	266	0	150
2024.12.30	18:53:00	21223.85	21226.95	21213.85	21219.85	282	0	150
2024.12.30	18:54:00	21219.75	21223.35	21215.45	21223.05	256	0	150
2024.12.30	18:55:00	21223.35	21228.55	21218.05	21227.55	264	0	150
2024.12.30	18:56:00	21226.55	21239.55	21221.95	21237.45	278	0	150
2024.12.30	18:57:00	21236.35	21236.75	21224.55	21229.95	261	0	150
2024.12.30	18:58:00	21229.85	21235.25	21225.35	21228.85	257	0	140
2024.12.30	18:59:00	21229.35	21247.25	21228.15	21237.45	285	0	140
